Overall_rank,Score,GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Country_or_region
326,0.1801,0.1765,0.2378,0.9494,0.6866,0.7561,0.2653,afsbqr
327,0.0696,0.0832,0.1363,0.4018,0.3718,0.9667,0.128,hvhdg
328,0.5471,0.2112,0.657,0.8445,0.8104,0.9043,0.4766,lgfoa
329,0.8276,0.1187,0.9906,0.7344,0.2129,0.8817,0.8685,vxdnjpr
330,0.1075,0.64,0.1512,0.2412,0.4591,0.1773,0.7477,vfmahfrq
331,0.5895,0.9678,0.5434,0.2441,0.9701,0.2699,0.429,wkgywgo
332,0.8243,0.581,0.2539,0.7905,0.323,0.1844,0.8734,fdhlapqw
333,0.5511,0.693,0.8663,0.3606,0.4601,0.0025,0.7736,nolnlw
334,0.4998,0.7955,0.1051,0.5754,0.9107,0.9894,0.2605,vnyxi
335,0.2009,0.9177,0.6268,0.1782,0.5409,0.4182,0.6341,dphrwq
336,0.6444,0.7891,0.7042,0.5857,0.6648,0.2413,0.9673,jkbb
337,0.0319,0.1247,0.4929,0.773,0.108,0.5275,0.8439,qrbgjrtm
338,0.5451,0.8833,0.8206,0.4987,0.1078,0.1095,0.975,tnmtx
339,0.037,0.0815,0.402,0.7311,0.0736,0.499,0.0714,lncfhqqy
340,0.7769,0.0055,0.635,0.3185,0.3378,0.561,0.2136,aiqza
341,0.2666,0.428,0.7333,0.1284,0.4541,0.5401,0.5683,jjfi
342,0.4788,0.7048,0.2004,0.1097,0.5166,0.5235,0.1934,huidsc
343,0.4425,0.4101,0.6235,0.5167,0.4997,0.6682,0.4386,kmiy
344,0.5504,0.7473,0.7027,0.5697,0.3993,0.7096,0.8261,zgilamc
345,0.9409,0.935,0.0255,0.785,0.5451,0.8928,0.7246,rmdqie
346,0.7326,0.8783,0.8571,0.177,0.4927,0.4961,0.6516,xjneuqt
347,0.0323,0.1773,0.3329,0.695,0.3752,0.9945,0.0556,udghgq
348,0.7145,0.4987,0.084,0.8873,0.2938,0.8083,0.9571,isxoh
349,0.1107,0.6268,0.1364,0.07,0.8166,0.5222,0.2623,ujzkqcqw
350,0.4329,0.3958,0.6022,0.7215,0.9737,0.1446,0.3073,nyvazw
351,0.7413,0.2969,0.5177,0.9083,0.6305,0.5794,0.5041,oojeom
352,0.3008,0.4286,0.3534,0.4483,0.1969,0.0098,0.6221,yqjobyi
353,0.1505,0.7041,0.4343,0.8737,0.424,0.2157,0.8798,wzqtwyx
354,0.208,0.3878,0.3436,0.623,0.8929,0.4895,0.0468,gzkwoix
355,0.1223,0.4561,0.6761,0.7526,0.9578,0.2195,0.0407,tnbdfpy
356,0.2358,0.2476,0.6381,0.4588,0.0141,0.2877,0.9779,rsswgbat
357,0.2673,0.0722,0.6316,0.1223,0.4729,0.501,0.0104,kqmjof
358,0.4209,0.0802,0.5133,0.708,0.0285,0.3924,0.2739,znqcwn
359,0.5604,0.3104,0.5866,0.4352,0.9158,0.7794,0.719,nossazwa
360,0.3427,0.7694,0.9029,0.7085,0.5407,0.6393,0.4864,xuuyoj
361,0.2511,0.7605,0.0311,0.1198,0.2564,0.4057,0.1883,yxgp
362,0.2492,0.4453,0.0181,0.703,0.1161,0.6868,0.9117,ilqhj
363,0.8337,0.7045,0.7025,0.8887,0.2976,0.4369,0.0865,fgjbxc
364,0.426,0.089,0.6252,0.2233,0.2193,0.6864,0.0366,jtynwvsk
365,0.6075,0.4868,0.2985,0.1372,0.1434,0.7034,0.696,wfvfvnxr
366,0.0662,0.4043,0.2803,0.2277,0.0532,0.3676,0.0825,aogg
367,0.005,0.0255,0.9775,0.433,0.4762,0.1448,0.3714,knrsqei
368,0.3384,0.769,0.3717,0.8946,0.899,0.9654,0.2513,ibnyey
369,0.4682,0.1455,0.0459,0.1839,0.2021,0.8068,0.535,nkxv
370,0.0505,0.6521,0.2843,0.4858,0.2837,0.624,0.8458,gxen
371,0.2253,0.9515,0.6056,0.832,0.9355,0.695,0.5226,dwfiqzy
372,0.2514,0.5274,0.43,0.8383,0.2559,0.7933,0.1777,cmubvjpu
373,0.0789,0.5459,0.4704,0.6938,0.3133,0.1615,0.0654,malk
374,0.5271,0.2342,0.0772,0.5577,0.2178,0.835,0.8072,gvnulj
375,0.0132,0.6318,0.4807,0.1143,0.1077,0.7507,0.709,mdnprg
376,0.0099,0.2984,0.986,0.7375,0.8681,0.2381,0.3036,kwllm
377,0.7708,0.6584,0.3136,0.7792,0.1283,0.0644,0.8353,ihqoj
378,0.5842,0.5373,0.5271,0.966,0.0094,0.5907,0.3733,kffuoau
379,0.3909,0.7657,0.9454,0.7319,0.8142,0.5654,0.9263,ctrfpimn
380,0.5331,0.9399,0.3391,0.6318,0.0558,0.9382,0.8649,bitt
381,0.0491,0.5509,0.4324,0.4004,0.5774,0.7418,0.6661,qevik
382,0.6704,0.6737,0.1425,0.5781,0.3127,0.6013,0.4746,gncrl
383,0.3562,0.6191,0.7393,0.5896,0.5919,0.7266,0.1213,zodzpyg
384,0.0916,0.2476,0.1771,0.9056,0.0425,0.0207,0.7006,ulhefzjj
385,0.1603,0.2098,0.605,0.9914,0.0252,0.8096,0.3575,qruhvzg
386,0.3398,0.0319,0.4122,0.8995,0.3159,0.6725,0.2168,mrmdefvg
387,0.8554,0.6281,0.9993,0.2868,0.7816,0.7298,0.1565,lcwatkhp
388,0.9734,0.8572,0.985,0.7216,0.0023,0.988,0.5317,oxdvw
389,0.1887,0.887,0.38,0.4697,0.5858,0.1653,0.6868,xrvnqsy
390,0.9919,0.2492,0.3665,0.2678,0.9015,0.6887,0.0774,evjmz
391,0.4405,0.2702,0.8612,0.0174,0.4296,0.8582,0.3953,ahuirb
392,0.3167,0.5487,0.4294,0.523,0.737,0.2389,0.5304,jszkymmb
393,0.5912,0.2777,0.4385,0.1479,0.7563,0.8761,0.5251,olzctsip
394,0.7186,0.0508,0.8106,0.7875,0.6465,0.6232,0.4232,zlggp
395,0.0924,0.1837,0.8913,0.4743,0.3193,0.2316,0.3573,ltlxczy
396,0.5064,0.8176,0.3627,0.1861,0.054,0.2787,0.0335,radc
397,0.9711,0.9797,0.8923,0.1267,0.3527,0.0289,0.1119,pawaceza
398,0.0347,0.9978,0.9617,0.4266,0.9343,0.1897,0.2647,qujnp
399,0.8845,0.5993,0.114,0.3114,0.425,0.521,0.8998,xqyrvg
400,0.8996,0.6073,0.0472,0.0751,0.0217,0.3526,0.8698,raorttwa
401,0.9648,0.8001,0.1119,0.4333,0.5732,0.4312,0.3252,emdbomky
402,0.4441,0.6832,0.9221,0.5885,0.0777,0.7289,0.7715,altpjuss
403,0.9188,0.7186,0.1273,0.8464,0.6918,0.4802,0.093,vtrnikiz
404,0.6183,0.9828,0.3236,0.3766,0.9263,0.5166,0.5406,neak
405,0.4682,0.5531,0.4844,0.2525,0.7405,0.1104,0.0346,uxzq
406,0.375,0.6382,0.2963,0.2262,0.1665,0.4396,0.8226,brnwddb
407,0.4996,0.3109,0.4036,0.0538,0.541,0.7365,0.534,bouavf
408,0.0592,0.2107,0.4486,0.1492,0.5806,0.6743,0.5388,pbamvef
409,0.5897,0.9969,0.5183,0.2832,0.9567,0.466,0.9388,jblmp
410,0.0191,0.332,0.3136,0.2399,0.2582,0.6644,0.9721,wgdjs
411,0.7123,0.9706,0.3044,0.6986,0.4441,0.0222,0.5003,ocvo
412,0.7945,0.3578,0.9864,0.8436,0.035,0.8491,0.0199,rtnpsvd
413,0.0807,0.6769,0.07,0.3131,0.5705,0.8292,0.7798,xmdtsmae
414,0.0816,0.5617,0.3083,0.4359,0.4779,0.8927,0.6673,zkthnbf
415,0.1421,0.729,0.455,0.2148,0.4573,0.7886,0.6403,oxyzlcst
416,0.8189,0.0282,0.9576,0.407,0.832,0.7168,0.619,vosna
417,0.0173,0.5726,0.7526,0.5266,0.9628,0.2851,0.0874,sjquh
418,0.3591,0.6691,0.9624,0.0345,0.2662,0.3887,0.5341,vgym
419,0.3792,0.1775,0.1088,0.6568,0.1262,0.0319,0.8215,wcni
420,0.4414,0.7743,0.4527,0.8627,0.8925,0.5672,0.2891,lygc
421,0.2897,0.0863,0.9104,0.122,0.1691,0.2578,0.9959,biaw
422,0.6259,0.4284,0.9719,0.5471,0.6431,0.9019,0.4731,kygiika
423,0.9087,0.1767,0.1069,0.348,0.4638,0.9821,0.8635,sfympb
424,0.8764,0.3741,0.0191,0.493,0.6777,0.8253,0.4245,yvyn
425,0.006,0.6134,0.8584,0.2533,0.9804,0.8285,0.317,kuzv
426,0.2021,0.7987,0.1035,0.2457,0.083,0.3359,0.0144,uhfbrv
427,0.6725,0.5709,0.2174,0.2227,0.4312,0.9706,0.2622,rafai
428,0.6755,0.791,0.4709,0.1671,0.5971,0.6003,0.698,cztpigix
429,0.8583,0.5039,0.6144,0.7638,0.3029,0.5476,0.2379,awcdm
430,0.0426,0.5318,0.8006,0.9799,0.1223,0.2543,0.1358,ahrydww
431,0.069,0.5592,0.2363,0.5453,0.9805,0.6854,0.7693,rqneyz
432,0.592,0.5746,0.7718,0.3879,0.6953,0.6518,0.9724,mvhc
433,0.9845,0.5827,0.3103,0.0854,0.2296,0.7091,0.6923,pmgf
434,0.6285,0.0488,0.4691,0.5784,0.6675,0.7981,0.0476,aguqb
435,0.7142,0.6982,0.8813,0.9027,0.684,0.5197,0.884,ipxnhzi
436,0.6391,0.0672,0.6979,0.4741,0.3478,0.0636,0.9573,irtxib
437,0.7869,0.6717,0.5044,0.5705,0.0113,0.9214,0.1327,kohihow
438,0.8693,0.2836,0.8158,0.7057,0.801,0.5143,0.8152,gpeq
439,0.3497,0.4299,0.771,0.4907,0.8556,0.5227,0.7099,jzpw
440,0.5582,0.2123,0.3495,0.0379,0.0788,0.2747,0.8511,yepfawah
441,0.9751,0.3718,0.8309,0.8762,0.4466,0.4249,0.5855,rzgezoue
442,0.3812,0.3836,0.3287,0.3796,0.3048,0.2262,0.934,mtcqan
443,0.363,0.4627,0.3006,0.5435,0.4336,0.3724,0.3172,dfztt
444,0.9074,0.4681,0.946,0.9084,0.1007,0.8185,0.1681,yjnf
445,0.2036,0.2782,0.6196,0.2954,0.5902,0.7604,0.6138,qfqkej
446,0.3652,0.8785,0.2318,0.66,0.566,0.2139,0.1987,llqkonb
447,0.2778,0.1432,0.6865,0.5221,0.3386,0.5754,0.0234,amhkddf
448,0.7558,0.6303,0.4048,0.5828,0.3894,0.2116,0.7893,cgaml
449,0.2142,0.6788,0.8585,0.1989,0.1507,0.8692,0.9345,drwmufx
450,0.4783,0.5512,0.8743,0.8432,0.5367,0.6454,0.1268,knek
451,0.7143,0.9713,0.6709,0.4739,0.7052,0.0888,0.6763,mnoawj
452,0.0938,0.1687,0.9309,0.0647,0.765,0.6593,0.7201,zhpgwip
453,0.7101,0.423,0.9537,0.5017,0.8141,0.3561,0.5632,wlnwi
454,0.1268,0.8169,0.7537,0.8613,0.5837,0.4736,0.8461,rftkp
455,0.2623,0.3731,0.8775,0.1358,0.5275,0.8755,0.3667,vagp
456,0.4623,0.0014,0.1535,0.3375,0.8254,0.8538,0.4926,lgnfxbov
457,0.1815,0.3772,0.0416,0.2355,0.2027,0.9886,0.481,fkjmaf
458,0.8498,0.5206,0.4561,0.7411,0.2113,0.1396,0.0112,emhdwg
459,0.3464,0.9851,0.3762,0.0439,0.2849,0.8844,0.5268,agurntj
460,0.6806,0.5248,0.3462,0.1878,0.8119,0.1781,0.8174,jyikyqpt
461,0.8821,0.6794,0.1529,0.9896,0.4652,0.7438,0.2993,ujcjtksb
462,0.0868,0.7404,0.1978,0.316,0.1467,0.1474,0.9668,llab
463,0.9963,0.5685,0.9483,0.5714,0.6275,0.8891,0.0168,lzthydd
464,0.4556,0.4768,0.097,0.6786,0.9342,0.4127,0.2242,mzfpwfkf
465,0.4412,0.6268,0.3206,0.7436,0.0782,0.076,0.5928,zztn
466,0.1484,0.8707,0.9366,0.1116,0.8208,0.0473,0.8882,bqvkadat
467,0.6646,0.0529,0.0948,0.029,0.3968,0.3687,0.8712,thxe
468,0.2282,0.5806,0.4216,0.8592,0.0932,0.1553,0.9248,vfwgct
469,0.6842,0.421,0.968,0.9362,0.7057,0.5001,0.1615,szdycipu
470,0.5889,0.2438,0.8137,0.8471,0.6191,0.8729,0.4219,thjpmw
471,0.8018,0.3473,0.6098,0.7828,0.6711,0.8299,0.4816,pfygfmdr
472,0.0588,0.9039,0.3051,0.0392,0.3653,0.9681,0.3544,tzjmsvyp
473,0.3461,0.8904,0.8755,0.0823,0.8644,0.4762,0.1459,chkvor
474,0.5191,0.9071,0.3652,0.6252,0.5907,0.1107,0.7944,xvbktsfm
475,0.8595,0.7448,0.4903,0.1158,0.4599,0.1114,0.0675,fxzl
476,0.8629,0.5416,0.3322,0.4451,0.7945,0.6071,0.4887,ktykw
477,0.5458,0.2624,0.281,0.686,0.2237,0.2356,0.9531,jkkmzie
478,0.7215,0.6419,0.4822,0.7152,0.9011,0.2218,0.7617,fvqknpom
479,0.323,0.5516,0.501,0.5696,0.1155,0.1094,0.2454,mojxj
480,0.3308,0.0016,0.7562,0.0722,0.2178,0.9949,0.5783,lzlidy
481,0.8635,0.621,0.6757,0.9545,0.5923,0.5335,0.0676,ytcdmed
482,0.4307,0.6953,0.5529,0.9665,0.3161,0.1557,0.917,funhjhxz
483,0.2334,0.7547,0.5277,0.1662,0.6195,0.333,0.9467,zjwlggsl
484,0.1876,0.3996,0.3003,0.6885,0.6239,0.9558,0.675,qxhm
485,0.7791,0.4619,0.3961,0.5706,0.3304,0.6755,0.9339,liuasv
486,0.3076,0.5182,0.6293,0.7993,0.4417,0.4837,0.654,krqtx
487,0.6461,0.4808,0.4953,0.0878,0.44,0.2553,0.3685,lcwluz
488,0.1313,0.0215,0.6093,0.0509,0.3184,0.4939,0.3763,uksrybe
489,0.299,0.7901,0.8119,0.5984,0.2391,0.0557,0.1193,flydu
490,0.3129,0.1751,0.2118,0.336,0.7662,0.4308,0.2924,wtohrwrw
491,0.1553,0.6881,0.1901,0.0038,0.9556,0.8496,0.0904,fedzdz
492,0.6404,0.3746,0.939,0.2883,0.869,0.5208,0.5208,qzliqbup
493,0.1372,0.1711,0.7917,0.3357,0.8181,0.743,0.185,hbprskc
494,0.8126,0.5198,0.472,0.6405,0.5463,0.3593,0.7485,qxqsop
495,0.2611,0.6575,0.5271,0.0866,0.3436,0.5292,0.7061,ttevag
496,0.4924,0.3855,0.5514,0.1579,0.8774,0.173,0.6688,dpgpuw
497,0.6725,0.9134,0.2825,0.2686,0.0683,0.6979,0.8606,uxtas
498,0.3418,0.6624,0.6783,0.1976,0.1545,0.8593,0.3458,baiqxtm
499,0.4514,0.4281,0.5947,0.4144,0.6125,0.7441,0.6867,txuoboma
500,0.9316,0.0733,0.8198,0.2183,0.5009,0.6396,0.647,crpbhcjg
501,0.7656,0.3671,0.6864,0.6898,0.2893,0.4246,0.33,bqzk
502,0.8342,0.2025,0.6421,0.2875,0.9988,0.5545,0.8433,xylttdi
503,0.2507,0.2799,0.4332,0.554,0.1194,0.2901,0.4673,lrtyyj
504,0.6324,0.6116,0.2997,0.0346,0.859,0.4745,0.5176,ymxzch
505,0.5952,0.2058,0.4147,0.7117,0.2633,0.0494,0.3537,wile
506,0.7385,0.1336,0.3511,0.1635,0.5987,0.3069,0.0676,yeukee
507,0.6148,0.2602,0.923,0.1245,0.8537,0.6052,0.5111,idwwqp
508,0.9363,0.8646,0.1441,0.2788,0.6975,0.5152,0.0199,qajjbjz
509,0.6635,0.3148,0.3586,0.1034,0.3741,0.5942,0.9602,qlxowf
510,0.8397,0.9747,0.7244,0.0326,0.3471,0.2949,0.182,hviqeef
511,0.6817,0.4071,0.0419,0.047,0.4585,0.3717,0.444,marklkja
512,0.1844,0.4823,0.1249,0.0474,0.2573,0.5428,0.5592,ipbkyds
513,0.8236,0.2455,0.4538,0.456,0.0339,0.6524,0.6189,dhgmhj
514,0.2342,0.2298,0.1625,0.144,0.0947,0.7001,0.2913,lvqr
515,0.0922,0.2428,0.4962,0.5731,0.2437,0.1061,0.4608,olfm
516,0.8111,0.3633,0.4856,0.7747,0.1642,0.7656,0.0326,fxdmbckq
517,0.8866,0.1654,0.4341,0.0714,0.6216,0.0011,0.5065,xcpiyxeq
518,0.0931,0.8962,0.2845,0.1838,0.7904,0.8323,0.8406,ngytkkgt
519,0.2785,0.999,0.5467,0.7843,0.5845,0.3555,0.1028,jemrwbw
520,0.3834,0.5504,0.0141,0.0022,0.8483,0.829,0.9043,lrrzqzp
521,0.7584,0.2168,0.5903,0.0398,0.293,0.1642,0.8698,rmjz
522,0.9255,0.3512,0.8086,0.3313,0.7776,0.6296,0.9713,elgjbka
523,0.3412,0.6208,0.8978,0.0705,0.511,0.0045,0.3803,hqcmk
524,0.7887,0.3627,0.0277,0.7667,0.2541,0.9602,0.1682,itlayu
525,0.7824,0.1719,0.8606,0.803,0.6012,0.7433,0.2668,ersozi
526,0.0365,0.6837,0.945,0.9519,0.0479,0.173,0.2973,qghpfn
527,0.3475,0.1358,0.9468,0.9183,0.8132,0.7505,0.6136,avzrph
528,0.0131,0.655,0.7304,0.975,0.0091,0.5998,0.3047,ilzbn
529,0.1182,0.1756,0.5384,0.5513,0.7908,0.6019,0.535,rolgby
530,0.5217,0.9291,0.4679,0.0475,0.5032,0.21,0.018,adlq
531,0.7443,0.8448,0.613,0.9861,0.3394,0.4302,0.5668,uslaq
532,0.5587,0.9088,0.0558,0.8991,0.9438,0.5577,0.0084,urbjaupl
533,0.7918,0.245,0.7041,0.0537,0.0517,0.5584,0.9907,bogwzkh
534,0.7957,0.6974,0.1474,0.9847,0.3782,0.0085,0.0001,mibgmzo
535,0.2534,0.4192,0.9893,0.4903,0.6674,0.848,0.7487,njutkwt
536,0.0531,0.2671,0.2757,0.7968,0.525,0.163,0.3612,yqlbg
537,0.5843,0.9392,0.0311,0.6902,0.4179,0.938,0.3078,ibwtk
538,0.6884,0.6334,0.5386,0.5433,0.3611,0.0936,0.1894,tqljt
539,0.083,0.9979,0.4198,0.6792,0.5548,0.9363,0.9558,zzjanb
540,0.5295,0.8906,0.1006,0.5799,0.9392,0.1475,0.8818,tmmajtl
541,0.0361,0.887,0.3976,0.5457,0.6617,0.7732,0.3402,cwlp
542,0.8948,0.8663,0.2665,0.7419,0.521,0.929,0.1529,jcmeq
543,0.7829,0.3114,0.0212,0.8905,0.3888,0.1706,0.5402,teybtsf
544,0.2679,0.8129,0.9732,0.7447,0.3981,0.8901,0.6759,bjbgkk
545,0.2027,0.7886,0.6229,0.1187,0.2196,0.6447,0.4696,aidg
546,0.972,0.7088,0.8046,0.4996,0.5963,0.5169,0.8156,ncbop
547,0.0394,0.1188,0.4157,0.1215,0.0581,0.3394,0.7767,dkfoypym
548,0.9694,0.7201,0.5366,0.6202,0.0869,0.7936,0.6289,xgcz
549,0.0153,0.449,0.6544,0.1707,0.399,0.1936,0.0754,teiuhfw
550,0.9513,0.0868,0.1168,0.9459,0.7359,0.7119,0.5171,dfqrybs
551,0.6084,0.6205,0.784,0.3829,0.8024,0.0638,0.9178,wfhfzj
552,0.8329,0.1704,0.5058,0.1137,0.0743,0.0144,0.0577,srgzaeg
553,0.5942,0.9444,0.749,0.7053,0.9549,0.9169,0.1743,dsuzpq
554,0.5061,0.7342,0.3487,0.2789,0.7005,0.9327,0.6458,ankqlav
555,0.7716,0.6929,0.4227,0.1372,0.8177,0.3382,0.2394,sgpic
556,0.0105,0.717,0.6076,0.9317,0.8865,0.2587,0.2052,iromsva
557,0.2471,0.099,0.6572,0.6242,0.862,0.4182,0.3635,gdbteov
558,0.0861,0.313,0.9737,0.7792,0.4355,0.6993,0.4568,zuaylojb
559,0.5189,0.5049,0.2799,0.7973,0.4217,0.7415,0.8779,gsyukrmm
560,0.7541,0.4348,0.6028,0.4098,0.2581,0.6214,0.0199,kbusabp
561,0.3571,0.9345,0.2972,0.1976,0.965,0.0983,0.4239,nvoxrve
562,0.216,0.384,0.6405,0.6019,0.5016,0.7558,0.1407,owdkt
563,0.8667,0.6414,0.106,0.2667,0.1617,0.0533,0.4783,hsmnwhx
564,0.119,0.4956,0.9527,0.7954,0.293,0.5776,0.4039,xrrvbv
565,0.6149,0.2862,0.5874,0.3482,0.0473,0.9782,0.3943,gejozea
566,0.1422,0.1243,0.5168,0.2341,0.9356,0.6906,0.9973,wlwrs
567,0.3987,0.6439,0.5927,0.8515,0.778,0.8991,0.8545,apcrzpoq
568,0.467,0.8621,0.6008,0.0177,0.0265,0.549,0.9771,efyydo
569,0.9663,0.6426,0.9707,0.6852,0.7804,0.1989,0.3187,uqvg
570,0.3375,0.651,0.758,0.5619,0.065,0.3212,0.7866,aawrofoh
571,0.8949,0.9634,0.7976,0.0653,0.807,0.5257,0.2478,nygfsjs
572,0.6549,0.1472,0.8395,0.1884,0.7592,0.9484,0.3376,lcdliu
573,0.7805,0.3979,0.2806,0.6711,0.2073,0.8498,0.3585,qxho
574,0.5252,0.9293,0.6979,0.6277,0.3458,0.9567,0.851,olfr
575,0.3493,0.2512,0.7562,0.7766,0.7956,0.8624,0.1727,lqqo
576,0.6583,0.9702,0.0709,0.7124,0.5605,0.2999,0.5339,xdusrcq
577,0.9788,0.8354,0.3473,0.8611,0.0798,0.3296,0.4469,nojv
578,0.7599,0.7809,0.0349,0.7716,0.9971,0.7977,0.7872,pons
579,0.1507,0.7332,0.7365,0.3878,0.1682,0.0911,0.0806,cbjpg
580,0.8298,0.9427,0.5976,0.9064,0.7976,0.1708,0.1567,qbmsyz
581,0.3186,0.3286,0.2304,0.304,0.5394,0.3471,0.967,ylkues
582,0.5486,0.6127,0.979,0.7662,0.3727,0.6615,0.9861,yuxim
583,0.0894,0.9623,0.0227,0.2989,0.9669,0.4101,0.2395,zkxzk
584,0.8313,0.431,0.0725,0.2698,0.8097,0.7236,0.7917,akcxduxs
585,0.9272,0.1258,0.0622,0.7442,0.5926,0.656,0.7431,etdczf
586,0.9888,0.6399,0.5943,0.3052,0.3394,0.503,0.775,ghnuhrj
587,0.2956,0.567,0.3941,0.4347,0.1823,0.5589,0.9458,wtyajtj
588,0.9941,0.7115,0.2049,0.7719,0.0054,0.9145,0.5012,qfxfhwv
589,0.2329,0.9554,0.1079,0.2702,0.7579,0.5401,0.8465,vszph
590,0.7591,0.2504,0.1745,0.8092,0.178,0.1811,0.042,wgbykhv
591,0.7657,0.1788,0.778,0.205,0.8092,0.4731,0.1635,ksjz
592,0.6267,0.0069,0.6791,0.7348,0.4778,0.6272,0.1146,lmvnwd
593,0.7478,0.1344,0.7083,0.1865,0.3113,0.3502,0.0692,vucneht
594,0.4935,0.7343,0.9656,0.6893,0.0287,0.0142,0.4355,offryj
595,0.8164,0.84,0.5065,0.65,0.0263,0.639,0.8253,spgdhez
596,0.8433,0.4239,0.1985,0.4999,0.2846,0.4784,0.9565,srbozbqj
597,0.9408,0.1687,0.2286,0.3944,0.5564,0.7855,0.3989,pxdvx
598,0.0533,0.9432,0.0549,0.8194,0.9228,0.6955,0.0375,ioicsq
599,0.7432,0.8436,0.3151,0.9809,0.8028,0.1958,0.3128,ibldfafg
600,0.8344,0.4353,0.9031,0.466,0.7049,0.1538,0.0706,tcqlk
601,0.2999,0.4085,0.3867,0.1098,0.3486,0.8554,0.5087,uilad
602,0.6112,0.6907,0.3441,0.9176,0.4262,0.1139,0.8912,frra
603,0.6119,0.5847,0.0954,0.2371,0.0709,0.8567,0.2208,awudh
604,0.2658,0.2915,0.4756,0.5173,0.3526,0.3031,0.3892,tnctcbe
605,0.9079,0.4711,0.4069,0.789,0.9964,0.954,0.4787,akfhvmq
606,0.7663,0.4015,0.0802,0.6647,0.5014,0.1229,0.5438,tatyaeh
607,0.4534,0.4704,0.4931,0.6699,0.494,0.9559,0.7058,aowwka
608,0.5774,0.9115,0.2043,0.1208,0.5846,0.9751,0.0347,ziwx
609,0.1023,0.1095,0.4215,0.021,0.77,0.0495,0.9688,mfdl
610,0.9822,0.7451,0.872,0.2469,0.7332,0.6812,0.084,yzpdc
611,0.7413,0.3263,0.1579,0.0292,0.3079,0.6787,0.5276,kheebvzb
612,0.1149,0.9058,0.3402,0.2207,0.2068,0.712,0.906,vczpvvk
613,0.7171,0.0374,0.3103,0.8674,0.3945,0.7839,0.8265,vsoth
614,0.1039,0.8431,0.511,0.823,0.0652,0.0907,0.8907,jpgvgmd
615,0.2635,0.1045,0.463,0.8559,0.6956,0.9052,0.4895,usuy
616,0.0691,0.5649,0.4595,0.9184,0.7333,0.6591,0.6966,ujgdm
617,0.8938,0.554,0.4824,0.0904,0.7094,0.0913,0.1564,xnzi
618,0.4057,0.9384,0.8011,0.5627,0.5378,0.7482,0.5622,oihe
619,0.12,0.8855,0.6913,0.6809,0.7499,0.1888,0.9485,lvslcc
620,0.0693,0.635,0.5323,0.5499,0.6761,0.4691,0.638,upblhn
621,0.7042,0.4849,0.0266,0.6075,0.903,0.5735,0.151,vgib
622,0.3337,0.9499,0.1828,0.3469,0.9332,0.5896,0.7666,wqthb
623,0.539,0.6443,0.746,0.8959,0.1571,0.3558,0.5278,pxlquenn
624,0.9224,0.4947,0.3473,0.2587,0.8028,0.3548,0.6193,ugcnnea
625,0.878,0.3563,0.7071,0.9251,0.4377,0.5788,0.8523,cfddwhfx
626,0.1806,0.8076,0.5286,0.2616,0.1832,0.6414,0.4917,fkdjz
627,0.3545,0.303,0.4198,0.2557,0.2051,0.6486,0.4681,jrklxp
628,0.7557,0.22,0.3457,0.069,0.8935,0.196,0.5155,qwvurgon
629,0.0551,0.5319,0.7477,0.6008,0.7982,0.384,0.1165,uhfc
630,0.3839,0.6129,0.2008,0.1977,0.7254,0.3241,0.0889,udgqzd
631,0.2487,0.7949,0.6906,0.9989,0.985,0.3081,0.4254,thsxydg
632,0.5426,0.0549,0.3633,0.7299,0.1566,0.9513,0.1285,bugyb
633,0.2781,0.6124,0.2431,0.8674,0.17,0.9861,0.2522,rcynv
634,0.5732,0.2904,0.48,0.0236,0.5599,0.3034,0.0161,dusy
635,0.2601,0.8838,0.6378,0.1214,0.2013,0.2167,0.69,ypwqvffr
636,0.7255,0.0941,0.1127,0.6876,0.4659,0.2473,0.621,vlll
637,0.6195,0.6178,0.4212,0.6889,0.5975,0.7905,0.798,inmislum
638,0.8151,0.3621,0.1363,0.0775,0.9195,0.1853,0.4016,uomyut
639,0.2372,0.6558,0.1358,0.1964,0.4691,0.5106,0.5403,rtvlb
640,0.8641,0.5542,0.3517,0.0886,0.0093,0.4257,0.0439,luwj
641,0.4601,0.832,0.5872,0.9641,0.2896,0.5948,0.0174,bmglchmp
642,0.4698,0.8335,0.7023,0.0431,0.5165,0.3943,0.8028,rvkjr
643,0.8564,0.4774,0.7925,0.7103,0.3367,0.9674,0.1462,oywlbrg
644,0.6358,0.6813,0.0984,0.2459,0.1771,0.4903,0.3419,imzciwc
645,0.8866,0.6646,0.904,0.556,0.9472,0.671,0.7225,giwwuwf
646,0.8567,0.0998,0.8932,0.4755,0.3935,0.7876,0.5765,iwpe
647,0.7115,0.7698,0.6986,0.9166,0.1907,0.5553,0.6616,udum
648,0.1763,0.6041,0.7237,0.2715,0.414,0.3367,0.3865,xpifd
649,0.6509,0.8064,0.4451,0.1471,0.4668,0.6786,0.5183,ratxlpg
650,0.5352,0.8356,0.1104,0.5142,0.3548,0.1886,0.8717,eugqvidf
651,0.0531,0.5506,0.7431,0.2274,0.5024,0.3191,0.8801,hczfzohr
652,0.6616,0.5501,0.2586,0.8302,0.2626,0.4404,0.0541,wuqr
653,0.5376,0.3388,0.9779,0.57,0.3417,0.8907,0.2855,tkwey
654,0.4873,0.5316,0.3745,0.6746,0.6728,0.1539,0.7324,uwlpr
